,Title,Publish_Date,Views,Likes,Comments,Identity
1331,"Chinese country girl, making Chinese food from loquat fruit｜金灿灿的枇杷又大又甜，有人摘来直接吃，我摘回来做菜【野小妹 wild girl】",2021-05-05,1830567,0,763,野小妹wild girl
1332,1顆瓜苗從栽種到變成餐桌上的美食，花了45天的時間｜From planting seedlings to table food in 45 days｜Chinese Food野小妹 wild girl,2021-04-28,1341836,0,510,野小妹wild girl
1333,树尖上的美味，吃了它才算过完整个春天【香椿】Use Toona sinensis to make several kinds of Chinese food ｜ 野小妹 wild girl,2021-03-31,840416,0,497,野小妹wild girl
1334,【刺龙苞】全身长满刺的野菜，摘它时冒一身冷汗，吃它时回味无穷 ｜ how to use wild vegetables with thorns to make Chinese food,2021-03-24,626239,0,496,野小妹wild girl
1335,到春天吃才甜的水果（沃柑）甜的像初恋，再把皮和果肉制作成各种美食 ｜ Use the peel and pulp of citrus fruits to make various delicacies,2021-03-17,2427398,0,818,野小妹wild girl
1336,"破土而出的芦笋，经过简单的烹饪，端上餐桌的时候感觉很幸福｜How to cook several Chinese dishes with asparagus, simply ｜野小妹wild girl",2021-03-10,1073453,0,559,野小妹wild girl
1337,血豆腐，一道从冬天开始制作，春天才可以吃的美味 Chinese Country Girl Shows You How to Make Pig's Blood Tofu ｜ 野小妹wild girl,2021-03-03,2027843,0,660,野小妹wild girl
1338,Make delicious Chinese food with rapeseedflower 油菜花盛开的季节，把春天油菜花吃进肚子里 ｜野小妹 wild girl 美食,2021-02-24,436106,0,496,野小妹wild girl
1339,"身上长满娃娃的青菜，经历冬天的冰雪后才好吃 ｜ Chinese country girl, using this green vegetables to make food｜野小妹 wild girl",2021-02-17,409415,0,336,野小妹wild girl
1340,做年夜饭 吃团圆菜，幸福一家过新年！【牛年大吉】｜野小妹 wild girl,2021-02-11,490192,0,607,野小妹wild girl
1341,把稻草綁在豬排骨上做美食，你們吃過嗎 ？Use straw and ribs to make several Chinese Food  | 野小妹 wild girl,2021-02-03,423077,0,340,野小妹wild girl
1342,Several ways to preserve pork in rural China ｜腊月，吃了泡汤肉 腌好腊肉 装好香肠，就有年味啦！｜ Chinese Food  野小妹 美食,2021-01-27,434654,0,324,野小妹wild girl
1343,俗话说：冬吃萝卜夏吃姜，红土地里的“白萝卜”，不仅个头大又甜，连叶子都可以做成酸菜 | 野小妹 wild girl 美食,2021-01-20,856336,0,519,野小妹wild girl
1344,（豆腐乳）讓豆腐自然發酵長毛變臭後，把它變成幾種 美食 ｜ 野小妹 wild girl,2021-01-13,727746,0,439,野小妹wild girl
1345,传统烟熏腊鱼做法，只放盐和刺梨酒就可以，酸汤鱼是送的 | 野小妹wild girl 美食,2021-01-06,2507486,0,1203,野小妹wild girl
1346,藏在深山里的乌金鸡，在加上贵州特色 美食 盐须辣椒折耳根，蛋炒玉米饭都多吃两碗 | 野小妹wild girl Chinese Food 美食,2020-12-30,1731998,0,772,野小妹wild girl
1347,（VLOG）野小妹带你们体验 贵州 当地少数民族打粑粑（年糕）| 野小妹 wild girl 美食,2020-12-23,537336,0,636,野小妹wild girl
1348,躺着生长的食材，心都是红彤彤的，不仅可以做 美食 ，而且还能入药 | 野小妹wild girl,2020-12-16,1478174,0,791,野小妹wild girl
1349,纯手工豆腐制作，从大豆到豆腐在到餐桌，各种豆腐的做法 | 野小妹wild girl 美食,2020-12-09,2178684,0,735,野小妹wild girl
1350,"秋天的猕猴桃（奇异果），掉完叶子只剩桃，密密麻麻的果子 越摘越有劲。摘回来用自己的方法捣鼓出 猕猴桃茶, 猕猴桃蜜饯, 猕猴桃干, 猕猴桃糖, 猕猴桃汁, 等 美食 | 野小妹wild girl",2020-12-02,5541677,0,1316,野小妹wild girl
1351,薏仁米原来长这样，一大片的薏仁米不仅能入药，还能做出很多 美食 | 野小妹wild girl,2020-11-25,1628728,0,1007,野小妹wild girl
1352,又大又黄的红心柚，吃完果肉后皮不要扔！拿来做出几道 美食 赚大了 | 野小妹wild girl,2020-11-18,7877222,0,2102,野小妹wild girl
1353,"(天麻）长得像虫子一样的食材，没有叶子没有根，既能做美食也能入药｜Gastrodia elata looks like a bug, make it into Chinese food｜野小妹 美食",2020-11-11,1351102,0,731,野小妹wild girl
1354,很多人都没有吃过的食材，红彤彤的花像小辫子，不仅漂亮还可以吃｜ 野小妹wild girl 美食,2020-11-04,2701874,0,1021,野小妹wild girl
1355,農村的我，喜歡這種自給自足的生活，一碗白米飯 從插秧到餐桌，大米都經歷了什麼？Several Chinese food made with rice | 野小妹 美食 （水稻）,2020-10-28,1304658,0,605,野小妹wild girl
1356,懸掛在半空中的洋瓜（佛手瓜），不搗鼓出幾個菜來，感覺對不起瓜！Several Chinese food made with chayote ｜ 野小妹wild girl 美食,2020-10-21,1658449,0,728,野小妹wild girl
1357,全身長滿【刺】的野果，我們連刺一起吃，你們吃過嗎？而且只有這個地方最多（刺梨）Chinese food made from Rosa roxburghii Tratt｜野小妹wild girl 美食,2020-10-14,2374118,0,827,野小妹wild girl
1358,俗話說：女子三日不斷藕，男子三日不斷姜，它是走進千家萬戶的調味料，你們是怎麼吃的呢？| You can make a lot of Chinese food with ginger | 野小妹 美食,2020-10-07,2062405,0,630,野小妹wild girl
1359,高山上的紅薯做出的紅薯澱粉，不只是可以勾芡，神奇的吃法很少人吃過 | Various Chinese Food made with sweet potatoes | 野小妹wild girl 美食,2020-09-30,1174900,0,368,野小妹wild girl
1360,藏在淤泥裡的美味！不搗鼓出幾個菜來，感覺對不起蓮藕 | Various Chinese delicacies made with lotus root | 野小妹wild girl 美食,2020-09-23,2060271,0,512,野小妹wild girl
1361,Catch crayfish in the rice fields to make Chinese Food 去最美稻田裡，放地籠抓小龍蝦，在做成自己喜歡的美味 | 野小妹wild girl 美食,2020-09-16,811781,0,448,野小妹wild girl
1362,Chopped pepper sauce Use chopped peppers to make Chinese Food自製貴州剁椒醬，香辣有味 放一年都不會壞的美食，最後還有捕魚技巧哦 | 野小妹,2020-09-09,8827369,0,1502,野小妹wild girl
1363,Chinese food made with peanuts 藏在泥土下的一窩小寶貝，收割不靠鋤頭，全靠手 ( 花生 )  野小妹wild girl 美食,2020-09-02,518930,0,304,野小妹wild girl
1364,穿著公主裙的美味，太陽出來它就把裙子放下來，這道硬菜你們吃過嗎？Chinese food made with Dictyophora | 長裙竹蓀 | 野小妹wild girl 美食,2020-08-26,4295634,0,1258,野小妹wild girl
1365,藏在芋荷葉中的美味！做好了是美味，做不好會咬喉嚨 | 芋荷花 |  Chinese food made with taro petals| 野小妹wild girl 美食,2020-08-19,1747328,0,608,野小妹wild girl
1366,I made some Chinese food with edamame | 青豆明  1把毛豆幾個菜，毛豆很滿意！| 野小妹wild girl 美食,2020-08-12,643437,0,301,野小妹wild girl
1367,一籃秋葵 一桌菜，在配上酸泡果，美味極了 | Chinese food made from green okra | 秋葵 美食 | 野小妹wild girl,2020-08-08,1165086,0,563,野小妹wild girl
1368,幾百米高的山上種了一種好東西，爬到山頂 挖些回去，做自己喜歡吃的百合 美食 | Chinese food made with Lilium | 野小妹wild girl,2020-08-05,1259579,0,599,野小妹wild girl
1369,又大又甜的西瓜，摘回來做西瓜涼糕，剩下的皮都不放過 | Made a few Chinese delicacies with watermelon | 野小妹wild girl,2020-07-29,5213274,0,1008,野小妹wild girl
1370,"好吃的包菜做法，一背簍20多斤包菜，才做出這點好東西 值了| How to preserve cabbage, Chinese delicacy made with cabbage | 野小妹 美食",2020-07-25,1308897,0,480,野小妹wild girl
1371,Chinese food made with lotus | 它出淤泥而不染，濯清漣而不妖，一池荷花，一桌菜 | 野小妹wild girl  美食,2020-07-20,5142287,0,822,野小妹wild girl
1372,Chinese food made with flower kidney beans | 大山里的花金豆（花芸豆）不僅長得漂亮，烹飪出的 美食 也香糯爽口，也是麻辣火鍋配菜哦 |  wild girl,2020-07-15,588146,0,310,野小妹wild girl
1373,青花椒： 一個走進千家萬戶的調料 | Chinese food made with Green Pepper,2020-07-08,1302315,0,391,野小妹wild girl
1374,Chinese food Rice tofu | 米豆腐，從燒石灰開始，你們吃过嗎？| 野小妹wild girl 貴州 美食,2020-07-01,793132,0,405,野小妹wild girl
1375,Mushrooms growing in the mountains Cook chinese food 種在山頂上的赤松茸（大球蓋菇）做的 美食 吃了一次，就記住它的味道,2020-06-24,1046448,0,392,野小妹wild girl
1376,"Use tomato for Chinese food, and tomato sauce | 西紅柿剛成熟時，摘回來做西紅柿蛋湯青椒肉絲和幾個美食小菜，多的做成番茄醬 | 野小妹wild girl",2020-06-17,14690418,0,1604,野小妹wild girl
1377,剛摘回來的新鮮豇豆，用傳統的方法保存，放一年 365 天都不會壞，做的 美食 很有嚼劲 | Food made with cowpea Chinese Food | 野小妹wild girl,2020-06-10,1368614,0,499,野小妹wild girl
1378,"端午節 快到了，用野花把糯米染色做出來的 粽子 也很特別 Chinese traditional festival, feeding on wildflowers and glutinous rice",2020-06-06,235595,0,149,野小妹wild girl
1379,一頓清湯牛肉火鍋，加上野金銀花茶，山里的生活如此簡簡單單 Chinese Food Making beef hot pot and wild honeysuckle tea| 野小妹wild girl,2020-06-02,409453,0,241,野小妹wild girl
1380,在贵州农村的竹笋，我们把它做成竹笋干，不仅能保存很久，而且拿来做成 美食 很美味 | Chinese cuisine made from dried bamboo shoots |野小妹,2020-05-26,962251,0,428,野小妹wild girl
1381,趁上次做的無鹽酸菜沒吃完，去釣條大魚回來做一大鍋酸菜煮魚片給一家人吃 | Gourmet made with fish Chinese Food 美食| 野小妹wild girl,2020-05-20,293173,0,243,野小妹wild girl
1382,手工荞凉粉这样做出来酸辣爽口，这个夏天的 美食 就吃它啦！ Handmade Starch Jelly  Chinese Food | 野小妹wild girl,2020-05-13,626970,0,319,野小妹wild girl
1383,香菇 平菇 榆黃菇，下鍋之後都不認輸，做成麻辣平菇 吃幾個月都沒問題 | food made with mushrooms Chinese Food 美食 | 野小妹wild girl,2020-05-06,1275412,0,497,野小妹wild girl
1384,在农村新鲜土豆（马铃薯），我们做成洋芋干，可以保存一年365天都不会坏Several practices of potato Chinese food 美食 | 家常菜 | 野小妹wild girl,2020-04-29,1802662,0,467,野小妹wild girl
1385,個頭又大又甜的枇杷，摘回來做成枇杷銀耳羹給一家人嚐嚐，在熬製一鍋枇杷果醬，把美味保存起來Food made by loquat | Chinese Food美食 | 野小妹wild girl,2020-04-22,1250069,0,523,野小妹wild girl
1386,俗話說：四月桑葚勝人參，桑葚酒和桑葚干我都做好啦，快來鴨 | Mulberry fruit Chinese Food | 野小妹wild girl的家常菜 | 美食,2020-04-17,5954614,0,1006,野小妹wild girl
1387,每年都不可辜負的美食“無鹽酸菜”，在配上豬大腸炒酸菜，你們的地區有沒有像我們這樣的吃法？ | Chinese Food Kimchi and pig's large intestine,2020-04-12,1529593,0,674,野小妹wild girl
1388,清明節才能吃到的東西，不知道你們那裡有沒有？| 野小妹wild girl,2020-03-27,392398,0,242,野小妹wild girl
1389,Homemade tea eggs and Milk tea | 自己在家都能做的茶葉蛋和焦糖奶茶，以後想吃也不用出去買啦,2020-03-14,269539,0,232,野小妹wild girl
1390,用這種方式生豆芽，你們見過嗎？Making Sprouts,2020-02-29,466714,0,250,野小妹wild girl
1391,貴州農村妹子搬磚累了，回去做了她最愛吃的麻辣蘿蔔幹，香辣有味 | Food made with dried radishes | 野小妹wild girl,2020-02-12,262546,0,248,野小妹wild girl
1392,2020 Chinese Lantern Festival Make Soup Round  | 元宵節到啦！做了6種顏色的湯圓和家人一起吃，好看又好吃 | 野小妹wild girl,2020-02-06,944566,0,361,野小妹wild girl
1393,大山里种的水果萝卜，个头都特别大 特别甜，你们说怎样做才好吃呢？Chinese Food | Food made with radishes | 野小妹wild girl,2019-12-31,3923036,0,1296,野小妹wild girl
1394,Chinese Food | Dioscorea opposita and Preserved spareribs農村的淮山藥個頭都特別大，隨便拿一點來做兩個家常菜，都很好吃,2019-12-14,1395724,0,544,野小妹wild girl
1395,Chinese Food | Dumplings made from wild vegetables山里這種野菜，可能很多人都沒有吃過 叫做【弟弟菜】，拿來做成手工大水餃餡，別提有多香啦 | 野小妹,2019-12-09,226008,0,195,野小妹wild girl
1396,吃不完的楊梅，可以做成楊梅酒長期保存,2019-12-03,398478,0,209,野小妹wild girl
1397,Millet porridge and chrysanthemum tea made from wild chrysanthemum | 漫山遍野的野菊花 真惹人喜歡，摘回來做成小米菊花粥和菊花茶,2019-11-27,219287,0,181,野小妹wild girl
1398,Soy food | Guizhou specialty in China 貴州風味“水醬豆”和“麻辣醬豆”的製作全過程，配方和做法都在裡面，醬香十足，放1年不會壞 | 野小妹wild girl,2019-11-24,919294,0,413,野小妹wild girl
1399,山里種植了一大片【苤藍】大頭菜，我是這樣做的，你們呢？“Kohlrabi”Brassica oleracea Gongylodes Group Chinese Food | 野小妹wild girl,2019-11-20,2114166,0,920,野小妹wild girl
1400,"山里面摘回來的小黃薑 用中國貴州傳統的做法，这个冬天就吃它啦！ In China, ginger cooking method | Chinese Food 野小妹Wild Girl",2019-11-16,998616,0,434,野小妹wild girl
1401,"Eat a lot of food, Chinese cuisine made with passion fruit | “网红百香果柠檬鸡爪 ”我是这样做的？ 你们说还可以做成什么？| 野小妹",2019-11-12,716522,0,379,野小妹wild girl
1402,"Homemade rice wine, it tastes great | 自己做的爽口甜酒（米酒）吃出了小时候的味道 | chinese food | 野小妹wild girl",2019-11-06,872634,0,405,野小妹wild girl
1403,秋天瓜果成熟的季節 摘了一些南瓜回來做我喜歡吃的菜，大南瓜白地瓜都是瓜，用我的方式做一遍Pumpkin food I made in the fall season | 野小妹wild girl,2019-11-03,1077823,10703,522,野小妹wild girl
1404,sweet potato poon番薯宴 | 紫薯飯 番薯餅 麻辣番薯片用我們農村的方式做一頓來吃 | 農村美食 | chinese food | 野小妹wild girl,2019-10-30,469149,6930,276,野小妹wild girl
1405,农村小妹山上摘了一篮子 又大又甜皮又薄的贵州软籽石榴回来 泡石榴酒，又去挖些红薯回来烤着吃，看着都好吃 | pomegranate and sweet potato 【野小妹wild girl】,2019-10-25,1483144,15947,665,野小妹wild girl
1406,又白又胖的茭白，拿来做油焖茭白和茭白炒肉，简简单单烹饪出来 100%好吃 | chinese food【野小妹wild girl】,2019-10-19,889797,10463,511,野小妹wild girl
1407,贵州这种“红芋头”很多人不敢吃，知道为什么吗？| chinese food | 野小妹wild girl,2019-10-11,431327,7103,364,野小妹wild girl
1408,"小时候的“爆米花”长这样,吃一次零食可不容易啊 | chinese food | 野小妹wild girl",2019-10-05,1383324,13170,613,野小妹wild girl
1409,贵州这种食材叫做凤米籽（尾穗苋） 可能%99的人没有吃过？【野小妹wild girl】,2019-09-30,3139026,34734,2079,野小妹wild girl
1410,用贵州特色牛干巴做一碗爽口的牛肉粉 | | chinese food | 野小妹wild girl,2019-09-26,641217,10620,194,野小妹wild girl
1411,贵州快要失传的魔芋豆腐 | 2个魔芋就做了一大锅，比街边卖的都好吃 | chinses food Konjak tofu | chinese food【野小妹wild girl】,2019-09-23,2348083,18841,810,野小妹wild girl
1412,家常菜 | 去地里摘点食材，简简单单做出三个菜，好吃又下饭 | chinese food【野小妹wild girl】,2019-09-21,477379,6567,254,野小妹wild girl
1413,家常菜 | 菜豆腐的做法 | 1次做了1大锅，简简单单的菜 吃起来又爽口 | chinese food【野小妹wild girl】,2019-09-14,645243,8112,298,野小妹wild girl
1414,长时间不坏的剁椒酱 | 徒手做剁椒酱手痛了3天，看到自己做出来的一瞬间，一切都值得 | chinese food【野小妹wild girl】,2019-09-10,1571254,19828,998,野小妹wild girl
1415,春笋的两种做法 | 油焖笋 | 腊猪脚炖春笋 | 10分钟挖1箩筐，随便做一下 没想到这么好吃 | bamboo shoots | chinese food | 野小妹wild girl,2019-09-07,1560602,13511,449,野小妹wild girl
1416,"Chinese cuisine, the practice of rabbit meat第1次做兔肉，做出来感觉很好吃的样纸，麻辣鲜香又下饭 | chinese food 【野小妹wild girl】",2019-09-05,228103,3757,137,野小妹wild girl
1417,Kiwifruit 受伤的红心猕猴桃，心还是那么的甜 | （奇异果）果肉维生素含量比“苹果”还高 | Chinese Food【野小妹wild girl】,2019-09-03,371084,5444,178,野小妹wild girl
1418,全身长满【刺】的野果你吃过吗？在“贵州街边”这种野果叫做“刺梨”它被称为“维C之王”盛产中国贵州，这3中吃法最能发挥出它的价值“wild fruit thorn pear”【野小妹wild girl】,2019-08-30,943166,9750,389,野小妹wild girl
1419,叉叉菜和苦蒜苗（野生葱）你吃过吗？野生葱炒“渣辣椒”巴适的很！在做一道素食“叉叉菜”简单又下饭Wild vegetable food【野小妹wild girl】ChineseFood,2019-08-27,528212,5536,211,野小妹wild girl
1420,抓了6斤田螺，炒了一大锅 大吃一顿，第一次做 都这么好吃，味道太正宗啦 Chinese Food 【野小妹wild girl】,2019-08-24,813329,7841,330,野小妹wild girl
1421,"上山采了一篮子野生蘑菇拿回来做“小鸡炖蘑菇”味道滑嫩爽口 汤味浓香，来自农村的野生食材Chinese food,wild mushroom,chicken and mushroom | 野小妹",2019-08-22,393748,5876,207,野小妹wild girl
1422,第1次用这么大的黄瓜来做腌黄瓜 | 简单腌制就可以保存很久，味道%100好吃 | 吃起来嘎嘣脆 ，顺便还摘了几个佛手瓜来炖排骨Chinese Food【野小妹wild girl】,2019-08-20,1107746,11218,400,野小妹wild girl
1423,糟辣椒“辣子鸡”这样做出来，简单又下饭chinese food Chili chicken【野小妹wild girl 】,2019-08-18,206674,3561,164,野小妹wild girl
1424,秋天到来后就可以摘板栗啦！我先去打一些板栗“栗子”来做“开口板栗”又可以做休闲食品Snack foods Chestnut | Chinese Food【野小妹wild girl】,2019-08-16,1038118,11303,442,野小妹wild girl
1425,“中国美食chinese food”上山摘砂仁，顺便摘一些“芋荷花”回去做芋花蒸腊肉，你们吃过这道菜吗？ Chinese Food【野小妹wild girl】,2019-08-14,1615468,12040,366,野小妹wild girl
1426,挖地回来摘了一些南瓜和瓜尖 | 瓜花来做“瓜花酿”做法简单又下饭Chinese Food【野小妹wild girl】,2019-08-12,1170194,13048,400,野小妹wild girl
1427,阳荷笋 | 在农村的野味1斤卖20元钱，你们有吃过吗? 我摘来做一道“凉拌菜”和“清炒一下 | 味道%100好吃 Chinese Food【野小妹wild girl】,2019-08-10,805149,8691,323,野小妹wild girl
1428,Chinese street food在中国贵州大街小巷都能见到的特色小吃“炸土豆”柴火胡辣椒做的麻辣土豆，太好吃啦 | Chinese Food【野小妹wild girl】,2019-08-08,415171,5800,194,野小妹wild girl
1429,Chinese food酸辣藠头的做法，1次做10斤 | 新鲜的藠头这样做出来可以保存很久，还可以做成麻辣凉拌藠头，简单美味又下饭 | Chinese Food【野小妹wild girl】,2019-08-06,581695,7339,271,野小妹wild girl
1430,去山上摘了一篮子“野芹菜”随便清炒一下都很下饭。野小妹wild girl欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友 | Chinese Food,2019-08-05,547885,7084,272,野小妹wild girl
1431,豌豆凉粉一个简单窍门轻松制作%100完美凉粉|消暑清凉一夏整，我的做法和别人不一样 | 2019【野小妹】欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友 | Chinese Food,2019-08-03,1421970,15588,389,野小妹wild girl
1432,血豆腐，一道貴州特色菜，幹活回來隨便炒兩個菜都吃的很香！【野小妹wild girl】欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友| Chinese Food,2019-08-02,655286,7033,187,野小妹wild girl
1433,"Chinese food, corn food玉米粑粑自己从采摘到制作，完全是30年前的做法，味道还是小时候那个味道【野小妹wild girl】",2019-08-01,124775,2365,61,野小妹wild girl
1434,Chinese tea去古茶樹之鄉，親自採摘一些茶葉，簡單用手炒一下就可以吃幾個月【野小妹wild girl】欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友 | Chinese Food,2019-07-31,115577,2120,88,野小妹wild girl
1435,又到上山找蕨菜的季节，十分钟摘一篮子，回去又可以炒腊肉和做凉拌菜吃咯！【野小妹】欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友 | Chinese Food【野小妹wild girl】,2019-07-30,194844,3016,103,野小妹wild girl
1436,Snack foods织毛线鞋的时候想到夏天我最爱吃的“盐水毛豆”就去摘一些毛豆角来做“盐水毛豆”这个夏天必须吃的一道菜，还是一道休闲食品【野小妹wild girl】Chinese Food,2019-07-29,245651,4148,231,野小妹wild girl
1437,"荞面汤，一道貴州特色小吃，又是一道素菜，吃起來％100爽口Noodle soup, a special snack in Guizhou, eat up 100% refreshing | Food",2019-07-28,154670,2614,80,野小妹wild girl
1438,摘一籃子映山紅（杜鵑花），做鮮花餅 %100好吃！用玫瑰花可以做鮮花餅，我用映山紅野可以做鮮花餅！欢迎来自“马来西亚”“新加坡”和“台湾”世界各地的朋友Chinese Food,2019-07-28,602534,7950,308,野小妹wild girl
1439,腊排骨这样吃才好吃，搭配无盐酸菜和金豆，一道素菜一道荤菜，不油腻又好吃！【野小妹wild girl】欢迎来自“新加坡”和“台湾”世界各地的朋友 | Chinese Food,2019-07-28,213037,3155,69,野小妹wild girl
1440,Wild pheasant七彩山鸡不仅漂亮也是属于野鸡 | 鸡蛋个头不是很大 但味道和好吃，它在市场价格能卖到100多元钱一只，在农村还是一个致富项目 | Chinese Food,2019-07-28,120365,2342,96,野小妹wild girl
1441,"SUB•VLOG 살다살다 집에서 치즈 돈까스까지 만드는 자취생, 농심 샐러드누들, 범죄도시2 존잼, 짜장면+탕수육, 치즈볼, 노랑통닭 알싸한마늘치킨, 이삭토스트, 김치볶음밥",2022-05-31,16790,1642,81,세리티 Serity
1442,"SUB•VLOG 굶을 걱정 없는 자취생 일상, 돈까스김치나베, 올드페리도넛, 더현대서울, 햄버거, 묵사발, 계란주먹밥, 볶음우동, 남자친구 생일파티, 프라다 호보백 언박싱",2022-05-30,70623,4250,183,세리티 Serity
1443,"SUB•VLOG 응떡에 치즈 추가는 못 참는 자취생 일상, 구름빵, 소보로덮밥, 미니 떡갈비, 바나나 토스트, 참치 김치찌개, 요거트볼, 비건빵, 오랜만에 밖에서 혼밥",2022-05-19,220223,9137,213,세리티 Serity
1444,"SUB•VLOG 그릭 요거트 대량생산하고 대용량 닭강정 먹는 자취생 일상, 마라탕 첫 도전, 프로즌 요거트 바, 버터요거트카레, 어버이날, 계란말이, 요거트볼, 서울우유",2022-05-11,165005,7043,271,세리티 Serity
1445,"SUB•VLOG 야무지게 요리해먹고 에버랜드 다녀온 자취생 일상, 요거트케이크, 불닭볶음밥, 오트하임, 젠틀가든 전시회, 토마토스파게티, 버거킹, 감자당고, 감자샐러드",2022-05-08,364534,12754,260,세리티 Serity
1446,"SUB•VLOG 집밥 덕후 자취생 일상, 돌고 돌아 결국 엽떡, 감자짜글이, 삼겹간장조림, 소세지야채볶음, 끌레도르,짜장면+탕수육,비건오트밀스콘,샌드위치,똥망 롤빵,반포한강공원",2022-04-27,305647,11057,260,세리티 Serity
1447,"SUB•VLOG 굽네치킨 직접 구워먹고 후식으로 아이스크림 뿌시는 자취 일상, 훈제오리덮밥, 딸기요거트샌드위치, 양파계란덮밥, 배라, 구찌가든 전시회, 친구생일파티, 본가 방문",2022-04-20,178732,7884,258,세리티 Serity
1448,"SUB•VLOG로제찜닭이랑 나비와인, 벚꽃 보러 강릉 당일치기,계란김밥,오트밀팬케이크,오트밀브라우니,타코야키,할매떡볶이,햄버거,no밀가루 초코빵,일산스타필드,양키캔들 언박싱",2022-04-14,201570,8467,290,세리티 Serity
1449,"SUB•VLOG 자취생의 불닭쌈 후기,, 조인성 부추비빔밥, 오트밀빵, 육회비빔밥, 육사시미, 치즈밥, 잠봉뵈르, 흑임자 비건 크럼블, 강화도 루지",2022-04-05,323897,11793,376,세리티 Serity
1450,"SUB•VLOG 분명 ENFP긴한데.. 집이 좋은 자취생 일상, 우삼겹야채말이,타코야키,소고기,된장찌개,에그드랍,전복죽,오트밀쿠키,스타벅스 흑임자 케이크, 무채색 그릇들 소개",2022-03-29,240271,9481,249,세리티 Serity
1451,"SUB•VLOG 단짠단짠 포기 못 하는 자취생 일상, 헬린이의 팔 근육(?)자랑, KFC징거버거, 비건 까눌레 재도전,김치비빔국수,초코롤빵,김치찌개,닭가슴살덮밥,파주 콰트로박스",2022-03-21,234431,8890,326,세리티 Serity
1452,"SUB•VLOG 자취생의 나혼자 산다, 치킨티카마살라 카레, 김치찌개, 계란말이, 딸기라떼, cu 마카롱, 보다나 물결 고데기 언박싱, 편의점 먹방, 연남동 킨지, 전시회",2022-03-14,190123,7491,293,세리티 Serity
1453,"SUB•VLOG 집순이 자취생은 이러고 살아요, 치즈닭갈비랑 로제파스타 만들어 먹기, 옥수수빠스,비건 바나나 파운드케이크,훈제오리볶음,오트밀카레,화장실 청소,브이로그",2022-03-07,236746,8530,249,세리티 Serity
1454,"SUB•VLOG 혼자서도 잘 노는 자취생 일상, 명랑 트리플 로제 핫볶이 영접하기, 2박 3일 경주 여행, 스팸두부까스, 비건 까눌레 똥망, 처갓집 슈프림 양념 치킨",2022-02-28,328329,11792,286,세리티 Serity
1455,"SUB•VLOG 자취 일상, 로제 불닭이랑 날치알 주먹밥 만들어 먹기, 마파두부, 그릭 요거트, 또띠아랩, 과일 까나페, 일산 카페, 을왕리 해수욕장, 해물 칼국수",2022-02-21,214236,8668,296,세리티 Serity
1456,"SUB•VLOG자취생의 배달 음식 먹방 특집(+구독자 이벤트),친구들과 홈파티, 뿌링클, 포테이토 피자, 엽떡 로제, 배라, 뿌링멘보샤, 뿌링치즈볼, 편의점 포장",2022-02-13,238394,9051,437,세리티 Serity
1457,"SUB•VLOG 24살 자취생의 나혼자 잘 먹고 잘 산다, 치즈 김치전, 뿌링클, 뿌링멘보샤, 짜파게티, 계란만두, 연남동 나들이, 친구랑 카페, 토끼정, 배스킨라빈스",2022-02-12,158111,6851,281,세리티 Serity
1458,"SUB•VLOG 자취생 일상, 삼겹살 김치볶음밥은 못 참지, 치즈 폭탄 토마토 스파게티, 소세지전,  크로우캐년 쇼룸, 스타벅스 빵, 돈까스 오므라이스, 개인 운동",2022-02-02,226513,8996,351,세리티 Serity
1459,"SUB•VLOG 자취 일상, 먹방인 듯 먹방 아닌 먹방 같은 브이로그, 뿌링클, 뿌링치즈볼, 곤트란쉐리에 빵, 버거킹 스태커2 와퍼, 운동복 언박싱, 초코롤빵, 소보로빵,하이볼",2022-01-25,252674,9895,395,세리티 Serity
1460,"SUB•VLOG 집이 좋은 ENFP의 자취 일상, 푸라닭 신메뉴 영접, 짜장수제비, 몬테크리스토, 매운어묵, 육회비빔밥, 계란빵,운동복 언박싱,콘소메이징,청년피자,황금올리브",2022-01-15,448917,14653,482,세리티 Serity
1461,"SUB•VLOG 24살 어서오고, 새해 자취일상, 뚝배기 치즈밥, 삼겹살된장구이+볶음밥, 로제불닭납작당면,콘치즈토스트,부대찌개,팽이버섯전,연말 약속,가족들과 새해 맞이",2022-01-04,1491294,41933,698,세리티 Serity
1462,"SUB•VLOG 한 해를 맛있게 마무리 하는 자취생 연말 일상,삼겹살제육볶음,김치볶음밥,삼각계란말이,볶음우동,크로플,김치찌개,마카롱,어묵볶음,민초모카,명동 신세계백화점",2021-12-28,300234,11334,373,세리티 Serity
1463,"SUB•VLOG 단짠단짠 공식 지키는 자취생 일상, 대용량 그래놀라 만들기, 친구들과 연말 파티 ,삼겹살비빔면,새우베이컨볶음밥,계란두부조림,kfc,롤빵,부라타치즈샐러드,마왕족발",2021-12-20,2493007,59958,895,세리티 Serity
1464,"SUB•VLOG집순이의 계절이 왔도다, 삼겹살로제파스타, 군만두양념조림, 피자헛, 소세지덮밥, 불닭유부초밥, 닥터마틴 워커 언박싱, 친오빠 생일,언박싱 잔뜩,자취생 일상",2021-12-13,504346,15027,411,세리티 Serity
